"street","city","zip","lat","long","accuracy","status"
"1325 Portola Drive","San Francisco",94127,37.739621,-122.464628,8,200
"391 Prentiss Street","San Francisco",94110,37.738405,-122.411918,8,200
"638 Prentiss Street","San Francisco",94110,37.735322,-122.41258,8,200
"680 Prentiss Street","San Francisco",94110,37.73482,-122.412625,8,200
"100 Putnam Street","San Francisco",94110,37.738051,-122.411085,8,200
"500 Quintara Street","San Francisco",94116,37.748851,-122.470669,8,200
"44 Rockaway Avenue","San Francisco",94127,37.743594,-122.457127,8,200
"137 Rousseau Street","San Francisco",94112,37.732592,-122.430149,8,200
"1776 Sacramento Street #402","San Francisco",94109,37.791618,-122.422098,8,200
"2151 Sacramento Street #1","San Francisco",94109,37.790291,-122.428215,8,200
"141 Sadowa Street","San Francisco",94112,37.712052,-122.457312,8,200
"79 Santa Ynez Avenue","San Francisco",94112,37.724228,-122.440072,8,200
"3737 Scott Street","San Francisco",94123,37.804411,-122.442364,8,200
"1234 Shafter Avenue","San Francisco",94124,37.727389,-122.383753,8,200
"1527 Shafter Avenue","San Francisco",94124,37.730087,-122.389586,8,200
"1342 Shotwell Street","San Francisco",94110,37.747639,-122.415043,8,200
"283 Staples Avenue","San Francisco",94112,37.728844,-122.448441,8,200
"946 Stockton Street #18E","San Francisco",94108,37.794641,-122.408041,8,200
"795 Sutter Street #602","San Francisco",94109,37.788404,-122.41326,8,200
"2075 Sutter Street #419","San Francisco",94115,37.785647,-122.434462,8,200
"84 Sycamore Street","San Francisco",94110,37.76262,-122.421175,8,200
"1121 Tennessee Street #5","San Francisco",94107,37.757404,-122.388891,8,200
"198 Thrift Street","San Francisco",94112,37.717628,-122.458905,8,200
"1474 Underwood Avenue","San Francisco",94124,37.728657,-122.38932,8,200
"225 Valdez Avenue","San Francisco",94127,37.731723,-122.45609,8,200
"79 Valley Street","San Francisco",94110,37.74443,-122.42384,8,200
"601 Van Ness Avenue #622","San Francisco",94102,37.781099,-122.420697,8,200
"347 Vernon Street","San Francisco",94132,37.718756,-122.468321,8,200
"267 Vienna Street","San Francisco",94112,37.723972,-122.427411,8,200
"624 Visitacion Avenue","San Francisco",94134,37.711034,-122.405599,8,200
"1332 Waller Street","San Francisco",94117,37.769472,-122.445876,8,200
"2921 Washington Street #4","San Francisco",94115,37.790535,-122.4414,8,200
"3727 Webster Street","San Francisco",94123,37.805173,-122.435457,8,200
"771 West Buena Vista Avenue","San Francisco",94117,37.768606,-122.44398,8,200
"2631 Yorba Street","San Francisco",94116,37.734472,-122.495027,8,200
"720 York Street #215","San Francisco",94110,37.760268,-122.409002,8,200
"1465 11th Avenue","San Francisco",94122,37.760827,-122.468563,8,200
"1675 12th Avenue","San Francisco",94122,37.756917,-122.469364,8,200
"2079 15th Avenue","San Francisco",94116,37.749253,-122.47212,8,200
"2423 15th Avenue","San Francisco",94116,37.74274,-122.471653,8,200
"2642 16th Avenue","San Francisco",94116,37.738651,-122.471821,8,200
"1978 18th Avenue","San Francisco",94116,37.751011,-122.474862,8,200
"3907 18th Street","San Francisco",94114,37.761011,-122.430907,8,200
"333 1st Street #1706","San Francisco",94105,37.78689,-122.393979,8,200
"333 1st Street #1805","San Francisco",94105,37.78689,-122.393979,8,200
"355 1st Street #1005","San Francisco",94105,37.786883,-122.39397,8,200
"355 1st Street #1102","San Francisco",94105,37.786883,-122.39397,8,200
"355 1st Street #1410","San Francisco",94105,37.786883,-122.39397,8,200
"355 1st Street #508","San Francisco",94105,37.786883,-122.39397,8,200
"355 1st Street #S1002","San Francisco",94105,37.786883,-122.39397,8,200
"355 1st Street #S1003","San Francisco",94105,37.786883,-122.39397,8,200
"355 1st Street #S1007","San Francisco",94105,37.786883,-122.39397,8,200
"355 1st Street #S1009","San Francisco",94105,37.786883,-122.39397,8,200
"355 1st Street #S1405","San Francisco",94105,37.786883,-122.39397,8,200
"355 1st Street #S407","San Francisco",94105,37.786883,-122.39397,8,200
"355 1st Street #S501","San Francisco",94105,37.786883,-122.39397,8,200
"355 1st Street #S809","San Francisco",94105,37.786883,-122.39397,8,200
"355 1st Street #S901","San Francisco",94105,37.786883,-122.39397,8,200
"3715 20th Street","San Francisco",94110,37.758095,-122.423908,8,200
"1552 22nd Street","San Francisco",94107,37.757468,-122.396319,8,200
"4025 23rd Street","San Francisco",94114,37.752744,-122.432615,8,200
"219 25th Avenue","San Francisco",94121,37.785313,-122.485448,8,200
"2174 25th Avenue","San Francisco",94116,37.747001,-122.48209,8,200
"3380 26th Street","San Francisco",94110,37.749244,-122.417685,8,200
"317 29th Street #204","San Francisco",94131,37.743716,-122.427185,8,200
"461 2nd Street #456","San Francisco",94107,37.783359,-122.393766,8,200
"851 30th Avenue","San Francisco",94121,37.773214,-122.489936,8,200
"2266 30th Avenue","San Francisco",94116,37.745037,-122.487322,8,200
"1726 33rd Avenue","San Francisco",94122,37.754907,-122.491239,8,200
"1883 34th Avenue","San Francisco",94122,37.752003,-122.49277,8,200
"762 37th Avenue","San Francisco",94121,37.774556,-122.496908,8,200
"2482 38th Avenue","San Francisco",94116,37.740649,-122.49568,8,200
"2068 3rd Street #2","San Francisco",94107,37.763451,-122.389114,8,200
"1850 41st Avenue","San Francisco",94122,37.752248,-122.499648,8,200
"2471 43rd Avenue","San Francisco",94116,37.740591,-122.501641,8,200
"1230 45th Avenue #1","San Francisco",94122,37.763606,-122.504748,8,200
"2478 45th Avenue","San Francisco",94116,37.740389,-122.50312,8,200
"2170 46th Avenue","San Francisco",94116,37.746074,-122.504596,8,200
"2054 47th Avenue","San Francisco",94116,37.748164,-122.505816,8,200
"427 6th Avenue","San Francisco",94118,37.780388,-122.464568,8,200
"1517 6th Avenue","San Francisco",94122,37.76009,-122.463102,8,200
"1519 6th Avenue","San Francisco",94122,37.760086,-122.462829,8,200
"3981 Alemany Boulevard #111","San Francisco",94132,37.710732,-122.468906,8,200
"3981 Alemany Boulevard #203","San Francisco",94132,37.710732,-122.468906,8,200
"485 Arch Street","San Francisco",94132,37.719406,-122.467301,8,200
"1212 Arguello Boulevard","San Francisco",94122,37.765537,-122.457421,8,200
"656 Arkansas Street","San Francisco",94107,37.757942,-122.39834,8,200
"2138 Bay Shore Boulevard","San Francisco",94134,37.713107,-122.401094,8,200
"21 Belcher Street","San Francisco",94114,37.768882,-122.430246,8,200
"78 Blair Terrace","San Francisco",94107,37.75139,-122.399836,8,200
"1998 Broadway #1001","San Francisco",94109,37.795276,-122.429788,8,200
"1998 Broadway #504","San Francisco",94109,37.795276,-122.429788,8,200
"35 Brunswick Street","San Francisco",94112,37.711676,-122.438632,8,200
"2724 Bryant Street","San Francisco",94110,37.750744,-122.409253,8,200
"140 Caine Avenue","San Francisco",94112,37.715913,-122.452055,8,200
"2999 California Street #302","San Francisco",94115,37.787445,-122.443491,8,200
"6027 California Street","San Francisco",94121,37.783761,-122.482273,8,200
"25 Casa Way","San Francisco",94123,37.805214,-122.438689,8,200
"668 Castro Street","San Francisco",94114,37.758167,-122.435129,8,200
"370 Church Street #F","San Francisco",94114,37.764859,-122.428706,8,200
"1340 Clay Street #801","San Francisco",94109,37.79336,-122.415324,8,200
"200 Corbett Avenue","San Francisco",94114,37.761827,-122.443031,8,200
"1 Crescent Way #1304","San Francisco",94134,37.711173,-122.390835,8,200
"1 Crescent Way #1311","San Francisco",94134,37.711173,-122.390835,8,200
"111 Cuvier Street","San Francisco",94112,37.733109,-122.428242,8,200
"1 Daniel Burnham Court #207","San Francisco",94109,37.786958,-122.422532,8,200
"745 Darien Way","San Francisco",94127,37.730472,-122.463874,8,200
"405 Detroit Street","San Francisco",94131,37.730975,-122.444577,8,200
"331 Dorantes Avenue","San Francisco",94116,37.744698,-122.466978,8,200
"61 Downey Street","San Francisco",94117,37.767832,-122.447548,8,200
"766 Duncan Street","San Francisco",94131,37.745721,-122.43719,8,200
"45 Farnum Street","San Francisco",94131,37.739645,-122.434068,8,200
"2012 Fell Street","San Francisco",94117,37.772572,-122.451179,8,200
"855 Folsom Street #922","San Francisco",94107,37.780951,-122.402502,8,200
"2607 Folsom Street","San Francisco",94110,37.755513,-122.414007,8,200
"2928 Folsom Street","San Francisco",94110,37.750364,-122.414218,8,200
"3606 Folsom Street","San Francisco",94110,37.741343,-122.413408,8,200
"719 Frederick Street","San Francisco",94117,37.765918,-122.45639,8,200
"276 Funston Avenue","San Francisco",94118,37.783063,-122.471952,8,200
"214 Gaven Street","San Francisco",94134,37.733155,-122.409981,8,200
"448 Gaven Street","San Francisco",94134,37.731936,-122.414086,8,200
"1159 Gilman Avenue","San Francisco",94124,37.719722,-122.391301,8,200
"343 Girard Street","San Francisco",94134,37.728071,-122.40461,8,200
"948 Girard Street","San Francisco",94134,37.720662,-122.402145,8,200
"1200 Gough Street #6B","San Francisco",94109,37.784762,-122.424458,8,200
"31 Grand View Terrace","San Francisco",94114,37.757524,-122.441376,8,200
"999 Green Street #1003","San Francisco",94133,37.798451,-122.415218,8,200
"1228 Grove Street #3","San Francisco",94117,37.776307,-122.43691,8,200
"1177 Guerrero Street","San Francisco",94110,37.752343,-122.422594,8,200
"45 Hallam Street","San Francisco",94103,37.775447,-122.408238,8,200
"317 Harriet Street #2","San Francisco",94103,37.775404,-122.402804,8,200
"8 Hidalgo Terrace","San Francisco",94103,37.76728,-122.425766,8,200
"728 Jamestown Avenue","San Francisco",94124,37.715401,-122.388913,8,200
"1432 Jefferson Street","San Francisco",94123,37.805887,-122.436228,8,200
"126 Joost Avenue","San Francisco",94131,37.732608,-122.438129,8,200
"88 King Street #406","San Francisco",94107,37.780425,-122.389171,8,200
"763 Lakeview Avenue","San Francisco",94112,37.718022,-122.461282,8,200
"18 Lansing Street #208","San Francisco",94105,37.786384,-122.393839,8,200
"2034 Leavenworth Street #3","San Francisco",94133,37.799949,-122.417193,8,200
"330 Magellan Avenue","San Francisco",94116,37.745657,-122.46304,8,200
"403 Main Street #203N","San Francisco",94105,37.788108,-122.390284,8,200
"442 Mangels Avenue","San Francisco",94127,37.733307,-122.447605,8,200
"195 Miraloma Drive","San Francisco",94127,37.735833,-122.460561,8,200
"3727 Mission Street","San Francisco",94110,37.736822,-122.423923,8,200
"608 Missouri Street","San Francisco",94107,37.758738,-122.396157,8,200
"31 Mizpah Street","San Francisco",94131,37.736679,-122.438631,8,200
"126 Monterey Boulevard","San Francisco",94131,37.731864,-122.438125,8,200
"635 Mt. Vernon Avenue","San Francisco",94112,37.719047,-122.450667,8,200
"3655 Noriega Street","San Francisco",94122,37.75281,-122.503079,8,200
"1407 Oak Street","San Francisco",94117,37.772335,-122.442563,8,200
"8300 Oceanview Terrace #101","San Francisco",94132,37.710115,-122.467012,8,200
"8300 Oceanview Terrace #307","San Francisco",94132,37.710115,-122.467012,8,200
"8300 Oceanview Terrace #309","San Francisco",94132,37.710115,-122.467012,8,200
"8300 Oceanview Terrace #315","San Francisco",94132,37.710115,-122.467012,8,200
"2828 Octavia Street","San Francisco",94123,37.798382,-122.429045,8,200
"631 Ofarrell Street #1507","San Francisco",94109,37.78524,-122.41512,8,200
"631 Ofarrell Street #710","San Francisco",94109,37.78524,-122.41512,8,200
"631 Ofarrell Street #907","San Francisco",94109,37.78524,-122.41512,8,200
"1895 Pacific Avenue #206","San Francisco",94109,37.794168,-122.426243,8,200
"1895 Pacific Avenue #405","San Francisco",94109,37.794168,-122.426243,8,200
"1966 Pacific Avenue #302","San Francisco",94109,37.794519,-122.427738,8,200
"2999 Pacific Avenue #4","San Francisco",94115,37.791848,-122.444387,8,200
"707 Page Street #709","San Francisco",94117,37.772589,-122.432503,8,200
"450 Peralta Avenue","San Francisco",94110,37.74463,-122.408983,8,200
"125 Pinehurst Way","San Francisco",94127,37.72877,-122.464695,8,200
"2528 Polk Street","San Francisco",94109,37.800086,-122.422642,8,200
"2608 Post Street","San Francisco",94115,37.783905,-122.445165,8,200
"663 Prentiss Street","San Francisco",94110,37.735026,-122.412225,8,200
"1287 Quesada Avenue","San Francisco",94124,37.728757,-122.383904,8,200
"462 Ramsell Street","San Francisco",94132,37.719045,-122.465972,8,200
"666 Rhode Island Street #1","San Francisco",94107,37.761361,-122.402249,8,200
"1254 Rhode Island Street #14","San Francisco",94107,37.754186,-122.401544,8,200
"80 Rice Street","San Francisco",94112,37.708841,-122.457595,8,200
"131 Rivoli Street","San Francisco",94117,37.762208,-122.449842,8,200
"1776 Sacramento Street #510","San Francisco",94109,37.791618,-122.422098,8,200
"1855 Sacramento Street #4","San Francisco",94109,37.790911,-122.423374,8,200
"143 Sadowa Street","San Francisco",94112,37.712338,-122.457403,8,200
"358 San Benito Way","San Francisco",94127,37.730238,-122.467476,8,200
"26 Sargent Street","San Francisco",94132,37.716356,-122.463117,8,200
"9 Scotia Avenue","San Francisco",94124,37.734393,-122.401764,8,200
"27 Scott Alley","San Francisco",94107,37.77996,-122.402049,8,200
"1458 Silver Avenue","San Francisco",94134,37.731743,-122.407223,8,200
"170 Staples Avenue","San Francisco",94112,37.729338,-122.445903,8,200
"1880 Steiner Street #404","San Francisco",94115,37.786658,-122.435099,8,200
"761 Tehama Street #3","San Francisco",94103,37.775044,-122.412051,8,200
"761 Tehama Street #7","San Francisco",94103,37.775044,-122.412051,8,200
"361 Teresita Boulevard","San Francisco",94127,37.741382,-122.449347,8,200
"1075 Texas Street","San Francisco",94107,37.752847,-122.394314,8,200
"176 Tiffany Avenue","San Francisco",94110,37.744434,-122.421925,8,200
"776 Ulloa Street","San Francisco",94127,37.740886,-122.464325,8,200
"1550 Underwood Avenue","San Francisco",94124,37.729517,-122.390842,8,200
"50 Urbano Drive","San Francisco",94127,37.725128,-122.463295,8,200
"1236 Utah Street","San Francisco",94110,37.753783,-122.405712,8,200
"2295 Vallejo Street #505","San Francisco",94123,37.794987,-122.434747,8,200
"49 Vernon Street","San Francisco",94132,37.713422,-122.468307,8,200
"758 Vienna Street","San Francisco",94112,37.716558,-122.433704,8,200
"1157 Wisconsin Street","San Francisco",94107,37.752816,-122.398199,8,200
"1600 10th Avenue","San Francisco",94122,37.758267,-122.46674,8,200
"1323 12th Avenue","San Francisco",94122,37.763397,-122.469817,8,200
"2009 14th Avenue","San Francisco",94116,37.750484,-122.471234,8,200
"1338 15th Avenue","San Francisco",94122,37.763009,-122.472396,8,200
"235 17th Avenue","San Francisco",94121,37.783577,-122.476719,8,200
"3665 17th Street","San Francisco",94114,37.762715,-122.42765,8,200
"4107 17th Street","San Francisco",94114,37.762147,-122.437602,8,200
"4302 17th Street","San Francisco",94114,37.762331,-122.440615,8,200
"571 18th Avenue","San Francisco",94121,37.77718,-122.47733,8,200
"1743 19th Avenue","San Francisco",94122,37.755291,-122.476605,8,200
"3039 19th Avenue","San Francisco",94132,37.731843,-122.475298,8,200
"4067 19th Avenue","San Francisco",94132,37.715103,-122.470974,8,200
"4334 19th Street","San Francisco",94114,37.759296,-122.4379,8,200
"333 1st Street #N402","San Francisco",94105,37.78689,-122.393979,8,200
"333 1st Street #N606","San Francisco",94105,37.78689,-122.393979,8,200
"333 1st Street #N806","San Francisco",94105,37.78689,-122.393979,8,200
"355 1st Street #S1604","San Francisco",94105,37.786883,-122.39397,8,200
"355 1st Street #S403","San Francisco",94105,37.786883,-122.39397,8,200
"355 1st Street #S503","San Francisco",94105,37.786883,-122.39397,8,200
"355 1st Street #S509","San Francisco",94105,37.786883,-122.39397,8,200
"355 1st Street #S706","San Francisco",94105,37.786883,-122.39397,8,200
"355 1st Street #S710","San Francisco",94105,37.786883,-122.39397,8,200
"355 1st Street #S807","San Francisco",94105,37.786883,-122.39397,8,200
"1571 22nd Avenue","San Francisco",94122,37.758367,-122.480313,8,200
"2336 22nd Avenue","San Francisco",94116,37.744071,-122.478657,8,200
"2900 22nd Street #14","San Francisco",94110,37.755856,-122.412228,8,200
"567 23rd Avenue","San Francisco",94121,37.777006,-122.482676,8,200
"374 24th Avenue #2","San Francisco",94121,37.782555,-122.483874,8,200
"3165 24th Street","San Francisco",94110,37.752191,-122.41555,8,200
"273 25th Avenue","San Francisco",94121,37.7844,-122.485086,8,200
"4245 25th Street","San Francisco",94114,37.749368,-122.435289,8,200
"4226 26th Street","San Francisco",94131,37.748279,-122.4348,8,200
"875 28th Avenue","San Francisco",94121,37.772901,-122.487762,8,200
"1872 28th Avenue","San Francisco",94122,37.752454,-122.485694,8,200
"88 28th Street","San Francisco",94110,37.745711,-122.424053,8,200
"1939 30th Avenue","San Francisco",94116,37.751081,-122.488401,8,200
"862 31st Avenue","San Francisco",94121,37.77299,-122.490337,8,200
"1219 32nd Avenue","San Francisco",94122,37.764401,-122.491486,8,200
"2246 32nd Avenue","San Francisco",94116,37.745285,-122.48949,8,200
"1926 33rd Avenue","San Francisco",94116,37.751174,-122.490974,8,200
"752 37th Avenue","San Francisco",94121,37.774693,-122.496918,8,200
"1579 38th Avenue","San Francisco",94122,37.757476,-122.497449,8,200
"1739 38th Avenue","San Francisco",94122,37.754443,-122.49724,8,200
"867 40th Avenue","San Francisco",94121,37.772451,-122.500633,8,200
"834 44th Avenue","San Francisco",94121,37.7728,-122.5043,8,200
"2430 44th Avenue","San Francisco",94116,37.741258,-122.502105,8,200
"1679 46th Avenue","San Francisco",94122,37.755235,-122.505892,8,200
"3981 Alemany Boulevard #107","San Francisco",94132,37.710732,-122.468906,8,200
"3981 Alemany Boulevard #114","San Francisco",94132,37.710732,-122.468906,8,200
"3981 Alemany Boulevard #118","San Francisco",94132,37.710732,-122.468906,8,200
"3981 Alemany Boulevard #211","San Francisco",94132,37.710732,-122.468906,8,200
"3981 Alemany Boulevard #212","San Francisco",94132,37.710732,-122.468906,8,200
"3981 Alemany Boulevard #214","San Francisco",94132,37.710732,-122.468906,8,200
"3981 Alemany Boulevard #216","San Francisco",94132,37.710732,-122.468906,8,200
"3981 Alemany Boulevard #302","San Francisco",94132,37.710732,-122.468906,8,200
"3981 Alemany Boulevard #307","San Francisco",94132,37.710732,-122.468906,8,200
"3981 Alemany Boulevard #318","San Francisco",94132,37.710732,-122.468906,8,200
"3981 Alemany Boulevard #319","San Francisco",94132,37.710732,-122.468906,8,200
"151 Alice B Toklas Place #501","San Francisco",94109,37.785335,-122.42046,8,200
"26 Argonaut Avenue","San Francisco",94134,37.710685,-122.413564,8,200
"312 Arkansas Street","San Francisco",94107,37.762304,-122.398449,8,200
"63 Arnold Avenue","San Francisco",94110,37.734203,-122.419441,8,200
"50 Banbury Drive","San Francisco",94132,37.719806,-122.474576,8,200
"279 Bartlett Street","San Francisco",94110,37.752585,-122.419283,8,200
"130 Belvedere Street #130","San Francisco",94117,37.76815,-122.44901,8,200
"200 Brannan Street #122","San Francisco",94107,37.783592,-122.38985,8,200
"200 Brannan Street #123","San Francisco",94107,37.783592,-122.38985,8,200
"200 Brannan Street #124","San Francisco",94107,37.783592,-122.38985,8,200
"200 Brannan Street #126","San Francisco",94107,37.783592,-122.38985,8,200
"200 Brannan Street #134","San Francisco",94107,37.783592,-122.38985,8,200
"200 Brannan Street #136","San Francisco",94107,37.783592,-122.38985,8,200
"200 Brannan Street #138","San Francisco",94107,37.783592,-122.38985,8,200
"200 Brannan Street #201","San Francisco",94107,37.783592,-122.38985,8,200
"200 Brannan Street #204","San Francisco",94107,37.783592,-122.38985,8,200
"219 Brannan Street #7C","San Francisco",94107,37.783028,-122.389927,8,200
"1800 Bryant Street #303","San Francisco",94110,37.764088,-122.410828,8,200
"662 Capp Street #2","San Francisco",94110,37.756127,-122.417806,8,200
"135 Carl Street #3","San Francisco",94117,37.76568,-122.450923,8,200
"135 Carl Street #4","San Francisco",94117,37.76568,-122.450923,8,200
"140 Carmel Street","San Francisco",94117,37.761049,-122.449729,8,200
"635 Central Avenue","San Francisco",94117,37.775588,-122.444686,8,200
"278 Clara Street","San Francisco",94107,37.778225,-122.404223,8,200
"3006 Clay Street","San Francisco",94115,37.789849,-122.442876,8,200
"3065 Clay Street #12","San Francisco",94115,37.78927,-122.443394,8,200
"1089 Clayton Street","San Francisco",94117,37.762779,-122.447289,8,200
"279 Clinton Park","San Francisco",94103,37.769086,-122.426198,8,200
"201 College Avenue","San Francisco",94112,37.735135,-122.424045,8,200
"505 Connecticut Street","San Francisco",94107,37.759754,-122.39696,8,200
"880 Corbett Avenue #1","San Francisco",94131,37.752982,-122.443636,8,200
"1 Crescent Way #1208","San Francisco",94134,37.711173,-122.390835,8,200
"1 Crescent Way #1414","San Francisco",94134,37.711173,-122.390835,8,200
"101 Crescent Way #2403","San Francisco",94134,37.711123,-122.389793,8,200
"101 Crescent Way #2404","San Francisco",94134,37.711123,-122.389793,8,200
"101 Crescent Way #2414","San Francisco",94134,37.711123,-122.389793,8,200
"200 Cresta Vista Drive","San Francisco",94127,37.735313,-122.455406,8,200
"1 Daniel Burnham Court #519","San Francisco",94109,37.786958,-122.422532,8,200
"145 Del Vale Avenue","San Francisco",94127,37.741303,-122.447133,8,200
"417 Dellbrook Avenue","San Francisco",94131,37.753583,-122.453412,8,200
"5122 Diamond Heights Boulevard","San Francisco",94131,37.746959,-122.441136,8,200
"52 Dorantes Avenue","San Francisco",94116,37.746022,-122.46321,8,200
"158 Dublin Street","San Francisco",94112,37.717756,-122.427341,8,200
"566 Elizabeth Street","San Francisco",94114,37.752379,-122.433465,8,200
"129 Elsie Street","San Francisco",94110,37.742504,-122.417678,8,200
"271 Fair Oaks Street","San Francisco",94110,37.752408,-122.423743,8,200
"76 Florentine Street","San Francisco",94112,37.712178,-122.443693,8,200
"75 Folsom Street #1007","San Francisco",94105,37.790247,-122.390768,8,200
"965 Folsom Street #305","San Francisco",94107,37.779001,-122.404452,8,200
"4227 Folsom Street","San Francisco",94110,37.734197,-122.413547,8,200
"701 Frederick Street","San Francisco",94117,37.76596,-122.456229,8,200
"50 Gellert Drive","San Francisco",94132,37.732351,-122.492899,8,200
"578 Gellert Drive","San Francisco",94132,37.730211,-122.487014,8,200
"180 Goethe Street","San Francisco",94112,37.709471,-122.459938,8,200
"720 Gough Street #61","San Francisco",94102,37.780022,-122.423298,8,200
"1931 Grant Avenue #2","San Francisco",94133,37.804942,-122.408565,8,200
"25 Graystone Terrace","San Francisco",94114,37.75878,-122.447506,8,200
"990 Green Street #3","San Francisco",94133,37.798931,-122.415379,8,200
"1070 Green Street #203","San Francisco",94133,37.798791,-122.416797,8,200
"1715 Green Street","San Francisco",94123,37.796846,-122.427612,8,200
"2139 Green Street #D","San Francisco",94123,37.796014,-122.434175,8,200
"2180 Green Street","San Francisco",94123,37.796427,-122.434977,8,200
"360 Guerrero Street #101","San Francisco",94103,37.765408,-122.424243,8,200
"1051 Haight Street","San Francisco",94117,37.770785,-122.439449,8,200
"852 Hampshire Street","San Francisco",94110,37.758475,-122.408105,8,200
"920 Harrison Street #3","San Francisco",94107,37.778674,-122.402506,8,200
"131 Havenside Drive","San Francisco",94132,37.731647,-122.489976,8,200
"814 Hayes Street #1","San Francisco",94117,37.776009,-122.429926,8,200
"557 Holyoke Street","San Francisco",94134,37.724524,-122.407459,8,200
"1395 Hudson Avenue","San Francisco",94124,37.737688,-122.384594,8,200
"526 Hugo Street","San Francisco",94122,37.765313,-122.463674,8,200
"1511 Innes Avenue","San Francisco",94124,37.738331,-122.387389,8,200
"672 Ivy Street","San Francisco",94102,37.776669,-122.429193,8,200
"3045 Jackson Street #303","San Francisco",94115,37.790847,-122.445155,8,200
"1962 Jefferson Street","San Francisco",94123,37.80457,-122.444718,8,200
"11 Jennifer Place #11","San Francisco",94107,37.780176,-122.402166,8,200
"19 Jennifer Place #19","San Francisco",94107,37.780137,-122.402217,8,200
"1725 Jones Street #2","San Francisco",94109,37.797182,-122.415507,8,200
"1920 Jones Street","San Francisco",94133,37.799072,-122.415686,8,200
"763 Kansas Street","San Francisco",94107,37.760033,-122.402776,8,200
"1580 La Playa Street #1","San Francisco",94122,37.756945,-122.508576,8,200
"20 Lagunitas Drive","San Francisco",94132,37.734021,-122.472922,8,200
"131 Laidley Street","San Francisco",94131,37.739853,-122.42933,8,200
"108 Lapham Way","San Francisco",94112,37.708845,-122.427759,8,200
"2111 Leavenworth Street","San Francisco",94133,37.80054,-122.417902,8,200
"51 Lobos Street","San Francisco",94112,37.714943,-122.454021,8,200
"240 Lombard Street #331","San Francisco",94111,37.803727,-122.405733,8,200
"48 Lydia Avenue","San Francisco",94124,37.727535,-122.397982,8,200
"1409 Lyon Street","San Francisco",94115,37.783998,-122.444699,8,200
"403 Main Street #303N","San Francisco",94105,37.788108,-122.390284,8,200
"267 Mangels Avenue","San Francisco",94131,37.732875,-122.443561,8,200
"116 Marietta Drive","San Francisco",94127,37.740814,-122.448374,8,200
"3005 Market Street","San Francisco",94114,37.760892,-122.441182,8,200
"157 Marview Way","San Francisco",94131,37.755023,-122.449173,8,200
"1543 McAllister Street #2","San Francisco",94115,37.777921,-122.437518,8,200
"638 Minna Street #3","San Francisco",94103,37.778056,-122.411578,8,200
"612 Missouri Street","San Francisco",94106,37.758701,-122.396154,8,200
"422 Molimo Drive","San Francisco",94127,37.738243,-122.451169,8,200
"1248 Montgomery Street","San Francisco",94133,37.800717,-122.404382,8,200
"45 Morningside Drive","San Francisco",94132,37.732932,-122.492612,8,200
"49 Moulton Street","San Francisco",94123,37.799764,-122.433524,8,200
"78 Naples Street","San Francisco",94112,37.72753,-122.426497,8,200
"1941 Noriega Street #5","San Francisco",94122,37.753653,-122.484744,8,200
"524 Oak Street","San Francisco",94102,37.774447,-122.428728,8,200
"8300 Oceanview Terrace #405","San Francisco",94132,37.710115,-122.467012,8,200
"8400 Oceanview Terrace #109","San Francisco",94132,37.709861,-122.467504,8,200
"470 Orizaba Avenue","San Francisco",94132,37.717184,-122.462392,8,200
"101 Ottawa Avenue","San Francisco",94112,37.715327,-122.446213,8,200
"493 Oxford Street","San Francisco",94134,37.723933,-122.418227,8,200
"1236 Pacific Avenue","San Francisco",94109,37.795949,-122.415653,8,200
"273 Page Street","San Francisco",94102,37.773479,-122.425107,8,200
"1155 Pine Street #6","San Francisco",94109,37.790058,-122.414851,8,200
"87 Pinehurst Way","San Francisco",94127,37.72815,-122.465121,8,200
"1051 Plymouth Avenue","San Francisco",94112,37.720973,-122.456453,8,200
"632 Prentiss Street","San Francisco",94110,37.73539,-122.412574,8,200
"165 Randall Street","San Francisco",94131,37.739466,-122.427018,8,200
"203 Randall Street","San Francisco",94131,37.739444,-122.427993,8,200
"226 Sagamore Street","San Francisco",94112,37.711689,-122.460043,8,200
"290 San Carlos Street #5","San Francisco",94110,37.759023,-122.419683,8,200
"530 Sanchez Street","San Francisco",94114,37.760374,-122.429457,8,200
"1 Santa Barbara Avenue","San Francisco",94112,37.708954,-122.464567,8,200
"77 Shotwell Street","San Francisco",94103,37.767313,-122.41628,8,200
"1623 Silliman Street","San Francisco",94134,37.726784,-122.421232,8,200
"433 Sunrise Way","San Francisco",94134,37.709654,-122.416597,8,200
"2615 Sutter Street","San Francisco",94115,37.784452,-122.443884,8,200
"265 Tingley Street","San Francisco",94112,37.730625,-122.435579,8,200
"28 Tomaso Court","San Francisco",94134,37.709623,-122.410069,8,200
"923 Treat Avenue","San Francisco",94110,37.755389,-122.412942,8,200
"1374 Utah Street","San Francisco",94110,37.752099,-122.405547,8,200
"527 Valley Street","San Francisco",94131,37.743812,-122.434086,8,200
"55 Vandewater Street #13","San Francisco",94133,37.805103,-122.412856,8,200
"470 Vernon Street","San Francisco",94132,37.720951,-122.467791,8,200
"3637 Washington Street #3637","San Francisco",94118,37.788966,-122.452884,8,200
"958 Wisconsin Street","San Francisco",94107,37.755262,-122.399058,8,200
"2600 Yorba Street","San Francisco",94116,37.734868,-122.494733,8,200
"610 York Street","San Francisco",94110,37.761486,-122.40913,8,200
"1484 10th Avenue","San Francisco",94122,37.760605,-122.466955,8,200
